wine_name,vintage,region,predict_score,target_score,predict_price,target_price
"M. Chapoutier, Ermitage, Le Pavillon",2004,Hermitage,94.2,93,345.48,231
"M. Chapoutier, Ermitage, Le Pavillon",2003,Hermitage,94.17,94,343.07,365
"M. Chapoutier, Ermitage, Le Pavillon",2002,Hermitage,94.14,90,340.65,157
"M. Chapoutier, Ermitage, Le Pavillon",2001,Hermitage,94.11,93,338.24,321
"M. Chapoutier, Ermitage, Le Pavillon",2000,Hermitage,94.08,94,335.82,379
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2023,Pessac-Leognan,93.77,-,308.74,-
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2022,Pessac-Leognan,93.74,96,306.31,149
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2021,Pessac-Leognan,93.71,94,303.88,124
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2020,Pessac-Leognan,93.68,96,301.46,169
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2019,Pessac-Leognan,93.65,95,299.03,148
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2018,Pessac-Leognan,93.62,95,296.6,148
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2017,Pessac-Leognan,93.59,94,294.17,111
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2016,Pessac-Leognan,93.56,96,291.75,166
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2015,Pessac-Leognan,93.53,95,289.32,180
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2014,Pessac-Leognan,93.5,93,286.89,107
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2013,Pessac-Leognan,93.47,90,284.46,86
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2012,Pessac-Leognan,93.44,93,282.04,108
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2011,Pessac-Leognan,93.41,92,279.61,109
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2010,Pessac-Leognan,93.38,95,277.18,182
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2009,Pessac-Leognan,93.35,95,274.75,303
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2008,Pessac-Leognan,93.32,91,272.33,116
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2007,Pessac-Leognan,93.29,90,269.9,124
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2006,Pessac-Leognan,93.26,91,267.47,107
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2005,Pessac-Leognan,93.23,94,265.04,196
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2004,Pessac-Leognan,93.2,91,262.62,114
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2003,Pessac-Leognan,93.17,91,260.19,121
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2002,Pessac-Leognan,93.14,90,257.76,112
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2001,Pessac-Leognan,93.11,91,255.33,111
"Chateau Smith Haut Lafitte, Rouge Cru Classe, Pessac-Leognan",2000,Pessac-Leognan,93.08,91,252.91,205
"Chateau Lafleur, Pomerol",2023,Pomerol,95.49,-,768.5,-
"Chateau Lafleur, Pomerol",2022,Pomerol,95.46,98,766.08,1462
"Chateau Lafleur, Pomerol",2021,Pomerol,95.43,96,763.67,1020
"Chateau Lafleur, Pomerol",2020,Pomerol,95.4,98,761.26,1438
"Chateau Lafleur, Pomerol",2019,Pomerol,95.37,99,758.84,1846
"Chateau Lafleur, Pomerol",2018,Pomerol,95.34,98,756.43,1661
"Chateau Lafleur, Pomerol",2017,Pomerol,95.31,97,754.01,1041
"Chateau Lafleur, Pomerol",2016,Pomerol,95.28,98,751.6,1465
"Chateau Lafleur, Pomerol",2015,Pomerol,95.25,97,749.19,1490
"Chateau Lafleur, Pomerol",2014,Pomerol,95.22,95,746.77,788
"Chateau Lafleur, Pomerol",2013,Pomerol,95.19,92,744.36,510
"Chateau Lafleur, Pomerol",2012,Pomerol,95.16,95,741.95,637
"Chateau Lafleur, Pomerol",2011,Pomerol,95.13,94,739.53,585
"Chateau Lafleur, Pomerol",2010,Pomerol,95.1,97,737.12,1733
"Chateau Lafleur, Pomerol",2009,Pomerol,95.07,97,734.7,1661
"Chateau Lafleur, Pomerol",2008,Pomerol,95.04,94,732.29,763
"Chateau Lafleur, Pomerol",2007,Pomerol,95.01,93,729.88,603
"Chateau Lafleur, Pomerol",2006,Pomerol,94.98,93,727.46,798
"Chateau Lafleur, Pomerol",2005,Pomerol,94.95,97,725.05,2392
"Chateau Lafleur, Pomerol",2004,Pomerol,94.92,93,722.64,600
"Chateau Lafleur, Pomerol",2003,Pomerol,94.89,93,720.22,715
"Chateau Lafleur, Pomerol",2002,Pomerol,94.86,91,717.81,539
"Chateau Lafleur, Pomerol",2001,Pomerol,94.83,93,715.39,715
"Chateau Lafleur, Pomerol",2000,Pomerol,94.8,97,712.98,2610
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2023,Saint-Estephe,94.25,-,461.53,-
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2022,Saint-Estephe,94.22,97,459.12,244
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2021,Saint-Estephe,94.19,95,456.7,196
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2020,Saint-Estephe,94.16,96,454.29,231
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2019,Saint-Estephe,94.13,97,451.87,213
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2018,Saint-Estephe,94.1,96,449.45,230
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2017,Saint-Estephe,94.07,94,447.04,351
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2016,Saint-Estephe,94.04,97,444.63,260
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2015,Saint-Estephe,94.01,95,442.21,213
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2014,Saint-Estephe,93.98,94,439.8,170
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2013,Saint-Estephe,93.95,91,437.38,148
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2012,Saint-Estephe,93.92,92,434.96,181
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2011,Saint-Estephe,93.89,92,432.55,169
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2010,Saint-Estephe,93.86,96,430.13,331
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2009,Saint-Estephe,93.83,95,427.72,397
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2008,Saint-Estephe,93.8,93,425.3,182
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2007,Saint-Estephe,93.77,91,422.89,160
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2006,Saint-Estephe,93.74,93,420.47,178
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2005,Saint-Estephe,93.71,95,418.06,273
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2004,Saint-Estephe,93.68,92,415.64,165
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2003,Saint-Estephe,93.65,94,413.23,250
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2002,Saint-Estephe,93.62,92,410.81,170
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2001,Saint-Estephe,93.59,92,408.4,205
"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2000,Saint-Estephe,93.56,93,405.98,287
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2023,Cote de Nuits,94.98,-,4330.54,-
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2022,Cote de Nuits,94.98,-,4330.54,-
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2021,Cote de Nuits,94.92,95,4324.11,-
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2020,Cote de Nuits,94.89,95,4320.89,3878
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2019,Cote de Nuits,94.86,96,4317.68,4509
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2018,Cote de Nuits,94.83,95,4314.46,3948
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2017,Cote de Nuits,94.8,96,4311.25,3851
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2016,Cote de Nuits,94.77,96,4308.03,4321
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2015,Cote de Nuits,94.74,96,4304.82,4483
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2014,Cote de Nuits,94.71,95,4301.6,3892
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2013,Cote de Nuits,94.67,95,4298.39,3905
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2012,Cote de Nuits,94.64,95,4295.17,4414
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2011,Cote de Nuits,94.61,95,4291.96,3921
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2010,Cote de Nuits,94.58,96,4288.74,4507
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2009,Cote de Nuits,94.55,95,4285.53,4619
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2008,Cote de Nuits,94.52,95,4282.31,4402
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2007,Cote de Nuits,94.49,94,4279.09,4060
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2006,Cote de Nuits,94.46,94,4275.88,4226
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2005,Cote de Nuits,94.43,96,4272.66,5221
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2004,Cote de Nuits,94.4,93,4269.45,4060
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2003,Cote de Nuits,94.37,94,4266.23,4170
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2002,Cote de Nuits,94.34,94,4263.02,4491
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2001,Cote de Nuits,94.31,94,4259.8,4178
"Domaine de la Romanee-Conti, Romanee-Saint-Vivant Grand Cru, Marey-Monge",2000,Cote de Nuits,94.28,91,4256.59,4347
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2023,Cote de Beaune,93.92,-,496.81,-
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2022,Cote de Beaune,93.92,-,496.81,-
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2021,Cote de Beaune,93.86,94,491.98,-
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2020,Cote de Beaune,93.83,96,489.57,669
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2019,Cote de Beaune,93.8,95,487.15,520
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2018,Cote de Beaune,93.77,94,484.74,467
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2017,Cote de Beaune,93.74,94,482.32,524
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2016,Cote de Beaune,93.71,94,479.91,421
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2015,Cote de Beaune,93.67,95,477.49,451
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2014,Cote de Beaune,93.64,94,475.08,536
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2013,Cote de Beaune,93.61,94,472.66,408
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2012,Cote de Beaune,93.58,94,470.24,451
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2011,Cote de Beaune,93.55,93,467.83,392
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2010,Cote de Beaune,93.52,94,465.41,487
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2009,Cote de Beaune,93.49,93,463.0,477
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2008,Cote de Beaune,93.46,94,460.58,483
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2007,Cote de Beaune,93.43,93,458.17,483
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2006,Cote de Beaune,93.4,93,455.75,437
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2005,Cote de Beaune,93.37,95,453.34,469
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2004,Cote de Beaune,93.34,93,450.92,408
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2003,Cote de Beaune,93.31,92,448.51,461
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2002,Cote de Beaune,93.28,92,446.09,552
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2001,Cote de Beaune,93.25,91,443.68,415
"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2000,Cote de Beaune,93.22,92,441.26,464
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2023,Saint-Julien,94.97,-,685.93,-
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2022,Saint-Julien,94.94,98,683.51,373
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2021,Saint-Julien,94.91,95,681.1,225
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2020,Saint-Julien,94.88,97,678.68,305
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2019,Saint-Julien,94.85,97,676.27,255
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2018,Saint-Julien,94.82,97,673.85,306
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2017,Saint-Julien,94.79,95,671.44,241
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2016,Saint-Julien,94.76,97,669.02,343
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2015,Saint-Julien,94.73,96,666.61,292
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2014,Saint-Julien,94.7,95,664.19,212
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2013,Saint-Julien,94.67,92,661.78,177
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2012,Saint-Julien,94.64,94,659.36,225
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2011,Saint-Julien,94.61,93,656.95,197
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2010,Saint-Julien,94.58,96,654.53,332
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2009,Saint-Julien,94.55,96,652.11,352
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2008,Saint-Julien,94.52,94,649.7,232
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2007,Saint-Julien,94.49,93,647.29,207
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2006,Saint-Julien,94.46,93,644.87,232
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2005,Saint-Julien,94.43,96,642.45,408
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2004,Saint-Julien,94.4,93,640.04,216
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2003,Saint-Julien,94.37,94,637.62,258
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2002,Saint-Julien,94.34,92,635.21,221
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2001,Saint-Julien,94.31,93,632.79,255
"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2000,Saint-Julien,94.28,95,630.38,392
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2023,Saint-Emilion,95.41,-,858.62,-
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2022,Saint-Emilion,95.38,98,856.2,732
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2021,Saint-Emilion,95.35,96,853.79,547
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Saint-Emilion,95.32,97,851.37,681
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2019,Saint-Emilion,95.29,98,848.95,827
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2018,Saint-Emilion,95.26,97,846.54,878
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,Saint-Emilion,95.23,95,844.12,598
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,Saint-Emilion,95.19,97,841.71,932
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,Saint-Emilion,95.16,97,839.29,943
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2014,Saint-Emilion,95.13,95,836.88,574
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2013,Saint-Emilion,95.1,92,834.46,517
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2012,Saint-Emilion,95.07,94,832.05,585
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2011,Saint-Emilion,95.04,94,829.63,616
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2010,Saint-Emilion,95.01,97,827.22,1220
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2009,Saint-Emilion,94.98,97,824.8,1183
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2008,Saint-Emilion,94.95,94,822.39,582
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Saint-Emilion,94.92,92,819.97,549
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2006,Saint-Emilion,94.89,94,817.56,668
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2005,Saint-Emilion,94.86,96,815.14,1092
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2004,Saint-Emilion,94.83,93,812.73,562
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2003,Saint-Emilion,94.8,93,810.31,610
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2002,Saint-Emilion,94.77,91,807.9,599
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2001,Saint-Emilion,94.74,93,805.48,672
"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2000,Saint-Emilion,94.71,96,803.06,1162
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2023,Cote de Nuits,94.18,-,4316.23,-
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2022,Cote de Nuits,94.18,-,4316.23,-
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2021,Cote de Nuits,94.12,95,4309.8,-
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2020,Cote de Nuits,94.09,95,4306.58,3930
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2019,Cote de Nuits,94.06,96,4303.37,4047
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2018,Cote de Nuits,94.03,95,4300.15,4095
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2017,Cote de Nuits,94.0,95,4296.93,3948
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2016,Cote de Nuits,93.97,95,4293.72,3219
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2015,Cote de Nuits,93.94,95,4290.5,4549
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2014,Cote de Nuits,93.91,95,4287.29,3963
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2013,Cote de Nuits,93.88,94,4284.07,3918
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2012,Cote de Nuits,93.85,94,4280.86,4443
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2011,Cote de Nuits,93.82,94,4277.64,4092
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2010,Cote de Nuits,93.79,94,4274.43,4504
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2009,Cote de Nuits,93.76,95,4271.21,4396
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2008,Cote de Nuits,93.73,94,4268.0,4250
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2007,Cote de Nuits,93.7,92,4264.78,3969
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2006,Cote de Nuits,93.67,93,4261.56,3996
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2005,Cote de Nuits,93.64,95,4258.35,4903
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2004,Cote de Nuits,93.61,92,4255.13,4165
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2003,Cote de Nuits,93.58,93,4251.92,4779
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2002,Cote de Nuits,93.55,93,4248.7,4961
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2001,Cote de Nuits,93.52,92,4245.49,4150
"Domaine de la Romanee-Conti, Grands Echezeaux Grand Cru",2000,Cote de Nuits,93.49,92,4242.27,4048
"Chateau Coutet Premier Cru Classe, Barsac",2023,Sauternes - Barsac,93.11,-,187.41,-
"Chateau Coutet Premier Cru Classe, Barsac",2022,Sauternes - Barsac,93.08,93,184.98,39
"Chateau Coutet Premier Cru Classe, Barsac",2021,Sauternes - Barsac,93.05,93,182.55,48
"Chateau Coutet Premier Cru Classe, Barsac",2020,Sauternes - Barsac,93.02,93,180.12,43
"Chateau Coutet Premier Cru Classe, Barsac",2019,Sauternes - Barsac,92.99,93,177.69,60
"Chateau Coutet Premier Cru Classe, Barsac",2018,Sauternes - Barsac,92.96,92,175.26,47
"Chateau Coutet Premier Cru Classe, Barsac",2017,Sauternes - Barsac,92.93,93,172.83,57
"Chateau Coutet Premier Cru Classe, Barsac",2016,Sauternes - Barsac,92.9,93,170.4,52
"Chateau Coutet Premier Cru Classe, Barsac",2015,Sauternes - Barsac,92.87,94,167.97,46
"Chateau Coutet Premier Cru Classe, Barsac",2014,Sauternes - Barsac,92.84,94,165.54,47
"Chateau Coutet Premier Cru Classe, Barsac",2013,Sauternes - Barsac,92.81,93,163.11,47
"Chateau Coutet Premier Cru Classe, Barsac",2012,Sauternes - Barsac,92.78,91,160.68,49
"Chateau Coutet Premier Cru Classe, Barsac",2011,Sauternes - Barsac,92.75,93,158.25,60
"Chateau Coutet Premier Cru Classe, Barsac",2010,Sauternes - Barsac,92.72,93,155.82,65
"Chateau Coutet Premier Cru Classe, Barsac",2009,Sauternes - Barsac,92.69,94,153.4,60
"Chateau Coutet Premier Cru Classe, Barsac",2008,Sauternes - Barsac,92.66,91,150.97,49
"Chateau Coutet Premier Cru Classe, Barsac",2007,Sauternes - Barsac,92.63,93,148.54,54
"Chateau Coutet Premier Cru Classe, Barsac",2006,Sauternes - Barsac,92.6,92,146.11,47
"Chateau Coutet Premier Cru Classe, Barsac",2005,Sauternes - Barsac,92.57,92,143.69,54
"Chateau Coutet Premier Cru Classe, Barsac",2004,Sauternes - Barsac,92.54,89,141.26,54
"Chateau Coutet Premier Cru Classe, Barsac",2003,Sauternes - Barsac,92.51,92,138.83,49
"Chateau Coutet Premier Cru Classe, Barsac",2002,Sauternes - Barsac,92.48,92,136.4,46
"Chateau Coutet Premier Cru Classe, Barsac",2001,Sauternes - Barsac,92.45,92,133.98,70
"Chateau Coutet Premier Cru Classe, Barsac",2000,Sauternes - Barsac,92.42,89,131.55,50
"Petrus, Pomerol",2023,Pomerol,95.77,-,6066.58,-
"Petrus, Pomerol",2022,Pomerol,95.74,98,6067.0,6296
"Petrus, Pomerol",2021,Pomerol,95.71,95,6067.42,5037
"Petrus, Pomerol",2020,Pomerol,95.68,98,6067.83,6471
"Petrus, Pomerol",2019,Pomerol,95.65,97,6068.25,5900
"Petrus, Pomerol",2018,Pomerol,95.62,97,6068.67,5954
"Petrus, Pomerol",2017,Pomerol,95.59,96,6069.08,4151
"Petrus, Pomerol",2016,Pomerol,95.56,98,6069.5,5450
"Petrus, Pomerol",2015,Pomerol,95.53,98,6069.91,5556
"Petrus, Pomerol",2014,Pomerol,95.5,95,6070.33,3812
"Petrus, Pomerol",2013,Pomerol,95.47,93,6070.75,3860
"Petrus, Pomerol",2012,Pomerol,95.44,96,6071.16,4278
"Petrus, Pomerol",2011,Pomerol,95.41,94,6071.58,3749
"Petrus, Pomerol",2010,Pomerol,95.38,97,6072.0,5690
"Petrus, Pomerol",2009,Pomerol,95.35,97,6072.41,5836
"Petrus, Pomerol",2008,Pomerol,95.32,95,6072.83,4106
"Petrus, Pomerol",2007,Pomerol,95.29,93,6073.25,6812
"Petrus, Pomerol",2006,Pomerol,95.26,94,6073.66,4255
"Petrus, Pomerol",2005,Pomerol,95.23,97,6074.08,5648
"Petrus, Pomerol",2004,Pomerol,95.2,94,6074.5,3760
"Petrus, Pomerol",2003,Pomerol,95.17,94,6074.91,3872
"Petrus, Pomerol",2002,Pomerol,95.14,92,6075.33,3820
"Petrus, Pomerol",2001,Pomerol,95.11,95,6075.74,3924
"Petrus, Pomerol",2000,Pomerol,95.08,97,6076.16,6632
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2023,Saint-Emilion Grand Cru,94.56,-,471.91,-
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2022,Saint-Emilion Grand Cru,94.53,97,469.49,450
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2021,Saint-Emilion Grand Cru,94.5,94,467.07,354
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Saint-Emilion Grand Cru,94.47,97,464.66,405
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2019,Saint-Emilion Grand Cru,94.44,96,462.24,403
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2018,Saint-Emilion Grand Cru,94.41,96,459.83,459
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,Saint-Emilion Grand Cru,94.38,95,457.41,410
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,Saint-Emilion Grand Cru,94.35,97,455.0,446
"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,Saint-Emilion Grand Cru,94.32,96,452.58,469
